iteration, loss
218,6.20842
219,6.22147
220,7.07894
221,6.59135
222,6.88728
223,6.94642
224,6.94547
225,6.88503
226,6.93798
227,7.08693
228,6.97474
229,6.76573
230,6.65298
231,6.68491
232,6.47378
233,6.2988
234,6.46472
235,6.45823
236,6.26465
237,6.52231
238,6.52564
239,6.63082
240,6.36051
241,6.71528
242,6.519
243,6.82273
244,6.40022
245,6.74628
246,6.66933
247,6.81841
248,6.74281
249,6.72695
250,6.28001
251,6.51985
252,6.4454
253,6.89768
254,6.4645
255,6.83593
256,6.51654
257,6.64161
258,6.4209
259,6.36503
260,6.71206
261,6.8372
262,6.76455
263,6.2498
264,6.37526
265,6.4837
266,6.75963
267,6.83999
268,6.52794
269,6.73296
270,6.72651
271,6.55712
272,6.59706
273,6.40612
274,6.54857
275,6.83492
276,6.42541
277,6.61401
278,6.59388
279,6.48757
280,6.90068
281,6.64071
282,6.80233
283,6.56837
284,6.74829
285,6.90837
286,6.82207
287,6.83762
288,6.7531
289,6.58834
290,6.87392
291,6.54765
292,6.73541
293,6.58271
294,6.77107
295,6.68752
296,6.68699
297,6.49368
298,6.76816
299,6.60244
300,6.99219
301,6.86337
302,6.75141
303,6.58809
304,6.7577
305,6.77772
306,6.50282
307,6.67944
308,6.67872
309,6.57977
310,6.58626
311,6.75773
312,6.5928
313,6.60773
314,6.67481
315,6.6528
316,6.63174
317,6.58329
318,6.46694
319,6.48718
320,6.81494
321,6.76893
322,7.01721
323,6.64591
324,6.80046
325,6.76889
326,6.58268
327,6.91311
328,6.78766
329,6.64445
330,6.73986
331,6.62831
332,6.50356
333,6.42918
334,6.75039
335,6.64399
336,6.53619
337,6.58433
338,6.10413
339,6.54729
340,6.42736
341,6.60375
342,6.25003
343,6.66322
344,6.49906
345,6.68953
346,6.60242
347,6.24467
348,6.5058
349,6.19286
350,6.48221
351,6.2561
352,6.46647
353,6.48622
354,6.16801
355,6.13885
356,6.10391
357,6.01483
358,6.01816
359,5.99612
360,7.02001
361,6.88169
362,6.82919
363,6.72233
364,7.13254
365,6.88051
366,6.79854
367,6.89442
368,6.57083
369,6.81559
370,6.95752
371,6.81801
372,6.32596
373,6.57837
374,6.61536
375,6.53681
376,6.61772
377,6.54951
378,6.55408
379,6.35124
380,7.01399
381,6.70001
382,6.99356
383,6.82958
384,6.95845
385,6.89394
386,6.9825
387,6.85783
388,6.82766
389,6.85061
390,6.72475
391,6.66018
392,6.6059
393,6.69067
394,6.55887
395,6.80445
396,6.80173
397,6.75351
398,6.59914
399,6.56118
400,6.6325
401,6.52473
402,6.46991
403,6.21362
404,6.30855
405,6.38513
406,6.06209
407,6.38525
408,6.14282
409,6.24502
410,6.17636
411,6.40481
412,6.13788
413,6.34401
414,6.24349
415,6.34866
416,6.19216
417,6.00427
418,6.03413
419,5.94606
420,6.77585
421,7.01973
422,7.09164
423,6.96175
424,7.08972
425,6.97528
426,6.89588
427,6.92446
428,6.98467
429,6.88398
430,6.7851
431,6.97686
432,6.88358
433,6.6485
434,6.37323
435,6.42392
436,6.56665
437,6.30476
438,6.53077
439,6.60256
440,7.01915
441,6.85973
442,6.76225
443,6.97845
444,6.87324
445,6.86181
446,6.69976
447,6.6186
448,6.80871
449,6.95756
450,6.83309
451,6.8876
452,6.53357
453,6.49452
454,6.74039
455,6.76911
456,6.55124
457,6.48728
458,6.60547
459,6.68623
460,6.86404
461,6.55324
462,6.96048
463,6.73559
464,6.54155
465,6.83612
466,6.73452
467,6.91267
468,6.71944
469,6.5753
470,6.87719
471,6.63755
472,6.62109
473,6.49207
474,6.6145
475,6.6767
476,6.60692
477,6.57212
478,6.50516
479,6.49939
480,6.88785
481,6.9358
482,6.88363
483,6.67499
484,6.87796
485,7.03903
486,6.64193
487,6.37497
488,6.8298
489,6.43383
490,6.5628
491,6.78151
492,6.77164
493,6.57365
494,6.65053
495,6.48743
496,6.60598
497,6.59204
498,6.60836
499,6.09577
500,6.61661
501,6.82785
502,6.87795
503,6.74929
504,6.80146
505,6.78867
506,6.88648
507,6.84566
508,6.68128
509,6.60228
510,6.54305
511,6.63864
512,6.7528
513,6.58025
514,6.79757
515,6.70809
516,6.58535
517,6.61474
518,6.56567
519,6.39604
520,6.97319
521,6.92488
522,6.78349
523,6.67386
524,6.7073
525,6.7723
526,6.86231
527,6.68168
528,6.85953
529,6.61985
530,6.78989
531,6.47733
532,6.72949
533,6.94737
534,6.66724
535,6.84968
536,6.54072
537,6.65759
538,6.28124
539,6.38761
540,6.64777
541,6.78218
542,6.76819
543,6.77475
544,6.75355
545,6.71274
546,6.78784
547,6.86764
548,6.47338
549,6.78719
550,6.51807
551,6.38726
552,6.77443
553,6.60298
554,6.78777
555,6.55401
556,6.61453
557,6.5817
558,6.59148
559,6.62045
560,7.0452
561,6.37006
562,6.47333
563,7.01558
564,6.74842
565,6.5158
566,6.33625
567,6.66167
568,6.65602
569,6.65421
570,6.58358
571,6.64309
572,6.5817
573,6.57699
574,6.32796
575,6.79599
576,6.7748
577,6.41688
578,6.35989
579,6.52563
580,6.77234
581,6.70867
582,6.75564
583,6.64883
584,6.88001
585,6.93467
586,6.82982
587,6.88257
588,6.69172
589,6.97987
590,6.62572
591,6.58764
592,6.68141
593,6.5688
594,6.69507
595,6.75588
596,6.67312
597,6.4528
598,6.36023
599,6.49529
600,6.9212
601,6.82918
602,6.83786
603,6.88141
604,6.83197
605,6.57814
606,6.69652
607,6.65144
608,6.71532
609,6.94228
610,6.62019
611,6.58465
612,6.46072
613,6.63476
614,6.50454
615,6.43371
616,6.53476
617,6.53722
618,6.49644
619,6.59925
620,6.65102
621,6.60655
622,6.57125
623,6.79788
624,6.72146
625,6.84279
626,6.74535
627,6.81609
628,6.71883
629,6.76648
630,6.53888
631,6.82193
632,6.48015
633,6.75505
634,6.82421
635,6.79861
636,6.45494
637,6.63275
638,6.48497
639,6.55447
640,6.9225
641,6.62166
642,6.82072
643,6.77038
644,6.77519
645,6.64038
646,6.57506
647,6.49132
648,6.48284
649,6.74235
650,6.69296
651,6.67254
652,6.87296
653,6.63484
654,6.59383
655,6.49217
656,6.64865
657,6.58776
658,6.38725
659,6.57825
660,6.88714
661,6.88382
662,6.70175
663,6.91462
664,6.80722
665,6.72363
666,6.97992
667,6.75391
668,6.77633
669,6.71644
670,6.83544
671,6.62203
672,6.61357
673,6.61461
674,6.46706
675,6.63436
676,6.41053
677,6.64287
678,6.44465
679,6.71384
680,6.57094
681,6.69056
682,6.82997
683,6.78111
684,6.35547
685,6.46395
686,6.69954
687,6.67818
688,6.67395
689,6.68812
690,6.60209
691,6.34676
692,6.63694
693,6.53938
694,6.83249
695,6.50505
696,6.47503
697,6.51191
698,6.71843
699,6.64185
700,6.51706
701,6.36641
702,6.56647
703,6.24856
704,6.28426
705,6.67279
706,6.40833
707,6.57376
708,6.72622
709,6.47542
710,6.61147
711,6.28457
712,6.20113
713,6.38579
714,6.30194
715,6.21163
716,6.45662
717,6.23856
718,6.3031
719,5.9938
720,6.83561
721,6.98952
722,6.96666
723,6.97938
724,6.93437
725,6.71045
726,6.8948
727,6.79233
728,6.5924
729,6.58121
730,6.72939
731,6.68326
732,6.80478
733,6.07802
734,6.6208
735,6.52786
736,6.42217
737,6.58676
738,6.63028
739,6.36064
740,6.12084
741,6.28376
742,6.45188
743,6.33894
744,5.84457
745,6.21971
746,5.79446
747,6.1959
748,5.86223
749,5.9659
750,6.15605
751,5.88018
752,5.86645
753,5.90713
754,5.97892
755,5.98271
756,6.03095
757,6.02946
758,5.64805
759,5.94827
760,6.72723
761,6.51607
762,6.76603
763,6.61521
764,6.85949
765,6.57713
766,6.44297
767,6.31334
768,6.62842
769,6.71656
770,6.41442
771,6.29535
772,6.27542
773,6.25315
774,6.27874
775,6.36998
776,6.34375
777,6.0191
778,6.28591
779,6.05742
780,6.61352
781,6.92416
782,6.58383
783,6.8395
784,6.64417
785,6.76327
786,6.25451
787,6.72693
788,6.51862
789,6.54499
790,6.6484
791,6.63707
792,6.48322
793,6.58556
794,6.36371
795,6.18626
796,6.26689
797,6.09854
798,6.04921
799,6.13396
800,6.68039
801,6.70253
802,6.56006
803,6.8377
804,6.8365
805,6.9082
806,6.7975
807,6.88971
808,6.57185
809,6.62325
810,6.62395
811,6.64537
812,6.58372
813,6.44585
814,6.63678
815,6.56603
816,6.60539
817,6.53489
818,6.44566
819,6.28666
820,7.01004
821,6.84101
822,7.09813
823,6.69354
824,6.74304
825,6.88355
826,6.48385
827,6.72116
828,6.71801
829,6.71227
830,6.91338
831,6.42366
832,6.63016
833,6.7944
834,6.49097
835,6.56268
836,5.98517
837,6.46451
838,6.5415
839,6.43982
840,6.91538
841,6.78833
842,6.85057
843,6.31427
844,6.58837
845,6.59544
846,6.66848
847,6.68071
848,6.65245
849,6.75764
850,6.50782
851,6.74204
852,6.26261
853,6.83149
854,6.53696
855,6.47658
856,6.14742
857,6.59038
858,6.4536
859,6.54869
860,6.7148
861,6.798
862,6.72323
863,6.65697
864,6.63036
865,6.53306
866,6.6073
867,6.76146
868,6.62949
869,6.47532
870,6.46591
871,6.44773
872,6.39828
873,6.59443
874,6.45641
875,6.30756
876,6.22137
877,6.66333
878,6.39007
879,6.38666
880,6.22771
881,6.92809
882,7.01665
883,6.53415
884,6.52653
885,6.79062
886,6.66856
887,6.73228
888,6.47929
889,6.86352
890,6.4789
891,6.6478
892,6.7825
893,6.49848
894,6.63896
895,6.42815
896,6.14556
897,6.44907
898,5.87755
899,6.36846
900,6.88585
901,6.76054
902,6.83299
903,6.87506
904,6.90817
905,6.71801
906,6.58109
907,6.85673
908,6.8295
909,6.78834
910,6.48435
911,6.59925
912,6.39032
913,6.47913
914,6.29534
915,6.20659
916,6.28675
917,6.72174
918,6.60928
919,6.44591
920,6.23543
921,6.43159
922,6.50785
923,6.46543
924,6.37582
925,6.27357
926,6.34757
927,6.3142
928,6.05172
929,6.59005
930,6.4109
931,6.05713
932,6.32621
933,6.13632
934,6.23773
935,5.96455
936,6.02962
937,6.03115
938,6.01604
939,5.98637
940,6.72053
941,6.88397
942,6.82272
943,6.73024
944,6.91142
945,6.84986
946,6.79804
947,6.85353
948,6.67618
949,6.72553
950,6.61873
951,6.58642
952,6.52644
953,6.47697
954,6.51803
955,6.79119
956,6.31517
957,6.60678
958,6.52251
959,6.3226
960,5.85791
961,6.06977
962,5.99617
963,5.94047
964,5.92899
965,5.9287
966,5.70255
967,6.01115
968,6.12747
969,5.82846
970,6.01707
971,6.00507
972,6.00344
973,5.90671
974,5.75379
975,5.80764
976,5.77638
977,5.86844
978,5.5439
979,5.22507
980,7.10548
981,7.1122
982,6.8081
983,7.22443
984,7.12597
985,6.92277
986,6.87354
987,6.80345
988,6.86976
989,6.80305
990,6.92118
991,6.84311
992,6.84001
993,6.69053
994,6.75715
995,6.07716
996,6.3942
997,6.41195
998,5.97405
999,6.09845
1000,6.65801
1001,6.68246
1002,6.78487
1003,6.77955
1004,6.31963
1005,6.39536
1006,6.89258
1007,6.43445
1008,6.42505
1009,6.41464
1010,6.64461
1011,6.71423
1012,6.44791
1013,6.29003
1014,6.57168
1015,6.26832
1016,6.32553
1017,6.49465
1018,6.20269
1019,6.04792
1020,6.02861
1021,5.99607
1022,6.00608
1023,6.22057
1024,6.0435
1025,6.05871
1026,6.02073
1027,5.94563
1028,5.77965
1029,5.69791
1030,5.63833
1031,5.78574
1032,5.90842
1033,5.36289
1034,5.47445
1035,5.86929
1036,5.72307
1037,5.55703
1038,5.50505
1039,5.46433
1040,6.7799
1041,6.41505
1042,7.27197
1043,7.25184
1044,6.95999
1045,6.82961
1046,7.1618
1047,6.8292
1048,7.01118
1049,6.53656
1050,6.86787
1051,6.73738
1052,6.46659
1053,6.55727
1054,6.51288
1055,6.59591
1056,6.49333
1057,6.47313
1058,6.46557
1059,6.19705
1060,6.94863
1061,6.52374
1062,6.70755
1063,6.73177
1064,6.47558
1065,6.67049
1066,6.67479
1067,6.56865
1068,6.57361
1069,6.69349
1070,6.4652
1071,6.3061
1072,6.41973
1073,6.61206
1074,6.20825
1075,6.19666
1076,6.48276
1077,6.34932
1078,6.24695
1079,6.3441
1080,6.95165
1081,6.83657
1082,6.95169
1083,6.51399
1084,6.81456
1085,6.92285
1086,6.84223
1087,6.73064
1088,6.59839
1089,6.77819
1090,6.62036
1091,6.55345
1092,6.38628
1093,6.58585
1094,6.56387
1095,6.65599
1096,6.71163
1097,6.60273
1098,6.56411
1099,6.26208
1100,6.4256
1101,6.54891
1102,6.852
1103,6.65018
1104,6.64399
1105,6.66866
1106,6.68719
1107,6.84214
1108,6.82254
1109,6.96047
1110,6.86253
1111,6.53621
1112,6.24615
1113,6.49531
1114,6.71111
1115,6.31808
1116,6.58696
1117,6.74818
1118,6.5164
1119,6.72305
1120,6.88144
1121,6.53686
1122,6.43201
1123,6.46606
1124,6.72558
1125,6.76832
1126,6.79091
1127,6.49489
1128,6.8298
1129,6.85722
1130,6.70334
1131,6.82577
1132,6.12463
1133,6.67673
1134,6.43131
1135,6.47303
1136,6.1727
1137,6.34688
1138,6.42369
1139,6.46152
1140,6.74399
1141,6.41968
1142,6.86331
1143,6.59877
1144,6.27876
1145,6.67563
1146,6.45492
1147,6.83138
1148,6.89845
1149,6.42143
1150,6.49913
1151,6.42447
1152,6.52902
1153,6.47769
1154,6.59399
1155,6.38919
1156,6.46196
1157,6.38655
1158,6.48107
1159,6.53036
1160,6.58337
1161,6.36841
1162,6.68785
1163,6.75425
1164,6.65565
1165,6.66524
1166,6.74355
1167,5.69508
1168,6.63251
1169,6.47405
1170,6.41301
1171,6.35485
1172,6.23187
1173,6.41023
1174,6.77978
1175,6.27865
1176,6.49427
1177,6.52395
1178,6.62729
1179,6.32075
1180,6.8624
1181,6.95245
1182,6.12191
1183,6.73366
1184,6.85595
1185,6.80444
1186,6.35775
1187,6.37512
1188,6.49638
1189,6.50712
1190,6.54258
1191,6.45023
1192,6.54715
1193,6.44004
1194,6.59631
1195,6.61308
1196,6.83879
1197,6.69601
1198,6.35695
1199,6.3219
1200,6.88319
1201,6.57975
1202,6.68404
1203,6.80684
1204,6.52264
1205,6.42363
1206,6.60024
1207,6.76321
1208,6.70403
1209,6.62761
1210,6.68006
1211,6.80225
1212,6.73125
1213,6.60132
1214,6.57115
1215,6.55923
1216,6.58681
1217,6.54835
1218,6.57482
1219,6.44788
1220,6.6739
1221,6.73639
1222,6.34331
1223,6.63798
1224,6.60797
1225,6.53734
1226,6.44385
1227,6.49292
1228,6.61083
1229,6.61836
1230,6.54203
1231,6.32663
1232,6.49284
1233,6.41754
1234,6.45826
1235,6.47314
1236,6.25315
1237,6.35607
1238,6.05142
1239,6.4744
1240,6.55678
1241,6.47498
1242,6.33586
1243,6.51188
1244,6.53772
1245,6.30856
1246,6.25066
1247,6.46967
1248,6.11931
1249,6.63469
1250,6.21561
1251,6.08134
1252,6.14194
1253,6.16049
1254,6.22604
1255,5.98916
1256,6.25089
1257,6.36654
1258,5.60892
1259,5.93535
1260,6.2708
1261,6.42153
1262,6.43121
1263,6.31733
1264,6.2203
1265,6.21672
1266,6.29704
1267,6.24594
1268,6.25673
1269,6.2545
1270,5.98018
1271,6.61847
1272,6.0641
1273,6.46252
1274,6.22288
1275,6.39261
1276,6.33934
1277,5.68071
1278,5.90558
1279,6.04498
1280,6.76434
1281,6.92606
1282,6.90312
1283,6.79117
1284,6.58364
1285,6.84956
1286,6.85487
1287,6.63245
1288,6.69761
1289,6.89303
1290,6.31832
1291,6.48199
1292,6.52005
1293,6.69077
1294,6.35689
1295,6.20972
1296,6.32549
1297,6.15047
1298,6.31641
1299,6.26511
1300,6.75618
1301,6.90628
1302,6.66276
1303,6.67896
1304,6.81356
1305,6.76122
1306,6.87158
1307,6.71976
1308,6.47409
1309,6.66609
1310,6.77455
1311,6.53723
1312,6.55163
1313,6.59493
1314,6.60433
1315,6.41052
1316,6.57483
1317,6.3931
1318,6.27998
1319,6.47513
1320,6.55424
1321,6.78048
1322,6.42867
1323,6.95113
1324,6.71887
1325,6.54885
1326,6.44901
1327,6.47704
1328,6.52487
1329,6.41584
1330,6.46517
1331,6.62496
1332,6.32011
1333,6.57377
1334,6.09436
1335,6.68805
1336,6.33735
1337,6.62616
1338,6.44058
1339,6.26685
1340,6.57967
1341,6.91509
1342,6.38318
1343,6.58799
1344,6.66662
1345,6.57403
1346,6.79789
1347,6.21399
1348,6.41184
1349,6.4646
1350,6.68842
1351,6.51631
1352,6.28499
1353,6.42032
1354,6.36136
1355,6.47192
1356,6.34494
1357,6.33235
1358,6.3469
1359,6.50623
1360,6.09089
1361,6.44825
1362,6.28842
1363,6.26218
1364,6.13012
1365,6.09385
1366,6.23165
1367,6.11021
1368,6.01287
1369,6.13678
1370,6.16026
1371,5.99135
1372,6.18073
1373,5.93452
1374,5.9547
1375,5.95103
1376,6.27535
1377,5.94256
1378,6.04556
1379,6.10245
1380,6.38844
1381,6.48132
1382,6.72859
1383,7.02958
1384,6.90173
1385,6.26735
1386,6.63779
1387,6.9203
1388,6.78482
1389,6.35083
1390,6.5019
1391,6.54249
1392,6.53395
1393,6.06104
1394,6.43169
1395,6.56073
1396,6.18561
1397,6.3069
1398,6.04524
1399,6.1349
1400,6.09636
1401,6.6899
1402,6.41411
1403,6.49196
1404,6.00462
1405,6.20783
1406,6.30965
1407,6.20682
1408,6.22576
1409,6.01653
1410,5.98249
1411,6.19482
1412,5.96791
1413,6.04991
1414,6.24826
1415,5.83503
1416,5.87275
1417,6.02435
1418,6.0141
1419,6.10412
1420,6.91513
1421,6.72572
1422,6.71622
1423,6.51953
1424,6.65095
1425,6.34156
1426,6.72566
1427,6.8618
1428,7.02689
1429,6.65469
1430,6.76615
1431,6.47754
1432,6.21631
1433,6.69761
1434,6.26904
1435,6.33245
1436,5.95076
1437,6.36057
1438,6.60467
1439,6.14071
1440,6.46675
1441,6.62188
1442,6.92999
1443,6.62562
1444,6.83622
1445,6.66268
1446,6.58637
1447,6.67243
1448,6.71963
1449,6.62996
1450,6.42006
1451,6.8008
1452,6.76944
1453,6.63708
1454,6.36793
1455,6.39068
1456,6.46548
1457,6.33076
1458,6.51405
1459,6.08243
1460,6.52295
1461,6.56929
1462,6.51119
1463,6.77018
1464,6.66865
1465,6.80338
1466,6.54899
1467,6.6177
1468,6.64
1469,6.62148
1470,6.53277
1471,6.65943
1472,6.5091
1473,6.54877
1474,6.72912
1475,6.47857
1476,6.21986
1477,6.34635
1478,6.42501
1479,6.40554
1480,6.47373
1481,6.27428
1482,6.3445
1483,6.17778
1484,6.0582
1485,6.3934
1486,6.19062
1487,5.94993
1488,6.28832
1489,6.33729
1490,6.0415
1491,6.1611
1492,6.00162
1493,6.09344
1494,5.96562
1495,6.01505
1496,5.93893
1497,5.65185
1498,5.93399
1499,5.60678
1500,6.95061
1501,6.79989
1502,6.69152
1503,6.94205
1504,6.69842
1505,6.77552
1506,6.69815
1507,6.73793
1508,6.84839
1509,6.33435
1510,6.52056
1511,6.75104
1512,6.39926
1513,6.63889
1514,6.23249
1515,6.41445
1516,6.44349
1517,6.28048
1518,6.3252
1519,6.37683
1520,6.85344
1521,6.64061
1522,6.38407
1523,6.45491
1524,6.83856
1525,6.64427
1526,6.51574
1527,6.67334
1528,6.60737
1529,6.506
1530,6.45807
1531,6.48996
1532,6.41735
1533,6.38234
1534,6.27787
1535,6.3121
1536,6.16513
1537,5.895
1538,6.15121
1539,6.25976
1540,6.16316
1541,6.27471
1542,6.34085
1543,5.75388
1544,6.14225
1545,6.00712
1546,5.91299
1547,5.90324
1548,6.10629
1549,5.95741
1550,5.63286
1551,5.95669
1552,6.00025
1553,5.7022
1554,5.74029
1555,5.54063
1556,6.03289
1557,5.58612
1558,5.62449
1559,5.6921
1560,6.79681
1561,6.55335
1562,6.64671
1563,6.78059
1564,6.75583
1565,6.80669
1566,6.95514
1567,6.65044
1568,6.7771
1569,6.20686
1570,6.50812
1571,6.67053
1572,6.70714
1573,6.52761
1574,6.41527
1575,6.31793
1576,6.073
1577,6.64881
1578,6.60377
1579,6.4376
1580,6.75073
1581,6.79922
1582,6.45726
1583,6.61842
1584,6.56774
1585,6.56282
1586,6.32119
1587,6.60336
1588,6.8022
1589,6.51225
1590,6.22399
1591,6.49622
1592,6.36645
1593,6.29858
1594,6.21844
1595,6.2588
1596,6.50064
1597,6.16282
1598,6.19941
1599,5.944
1600,6.70344
1601,6.56487
1602,6.6516
1603,6.72987
1604,6.36511
1605,6.57086
1606,6.5908
1607,6.44046
1608,6.52471
1609,6.59032
1610,6.38229
1611,6.69921
1612,6.59069
1613,6.58276
1614,6.46817
1615,6.46405
1616,6.15994
1617,6.49715
1618,6.37577
1619,6.0977
1620,6.78759
1621,6.53291
1622,6.66945
1623,6.50839
1624,6.8229
1625,6.41011
1626,6.73995
1627,6.71301
1628,6.40902
1629,6.47839
1630,6.24618
1631,6.40955
1632,6.54038
1633,6.00156
1634,6.59467
1635,6.13194
1636,6.36914
1637,6.41293
1638,6.03258
1639,6.53925
1640,6.6048
1641,6.75167
1642,6.35364
1643,6.45638
1644,6.45408
1645,6.6648
1646,6.67576
1647,6.31614
1648,6.43407
1649,6.38308
1650,6.64423
1651,6.21435
1652,6.23013
1653,6.26277
1654,6.50954
1655,6.20299
1656,6.24534
1657,6.32533
1658,6.29921
1659,5.95503
1660,6.69661
1661,6.77523
1662,6.85697
1663,6.86455
1664,6.56709
1665,6.43292
1666,6.71288
1667,6.40977
1668,6.53263
1669,6.53082
1670,6.57786
1671,6.70022
1672,6.5583
1673,6.50736
1674,6.61267
1675,6.48655
1676,6.34066
1677,6.23231
1678,6.36984
1679,6.3299
1680,6.73502
1681,6.85953
1682,6.597
1683,6.67938
1684,6.68614
1685,6.84594
1686,6.52579
1687,6.67094
1688,6.6811
1689,6.63995
1690,6.44255
1691,6.44567
1692,6.29485
1693,6.66072
1694,6.61086
1695,6.48788
1696,6.37402
1697,6.38318
1698,6.50693
1699,6.10225
1700,6.59065
1701,6.72107
1702,6.51823
1703,6.47633
1704,6.41804
1705,6.63282
1706,6.47557
1707,6.29438
1708,6.67045
1709,6.5456
1710,6.37717
1711,6.48556
1712,6.4593
1713,6.42773
1714,6.17142
1715,6.3633
1716,6.55319
1717,6.39626
1718,6.21008
1719,6.24482
1720,6.50915
1721,6.27812
1722,6.80266
1723,6.6907
1724,6.56932
1725,6.16791
1726,6.55748
1727,6.33546
1728,6.55326
1729,6.52861
1730,6.39158
1731,6.24036
1732,6.41137
1733,6.63532
1734,6.28266
1735,6.35706
1736,5.72428
1737,6.34846
1738,6.39186
1739,6.04495
1740,6.29724
1741,6.42533
1742,6.44932
1743,6.18725
1744,6.33059
1745,6.11551
1746,6.27971
1747,6.20534
1748,6.01718
1749,6.13722
1750,6.19123
1751,5.91392
1752,5.7221
1753,5.82297
1754,6.0581
1755,5.78843
1756,5.90737
1757,5.74538
1758,5.91315
1759,5.5405
1760,6.8131
1761,6.71306
1762,6.72861
1763,6.9568
1764,6.80751
1765,6.70114
1766,6.58861
1767,6.71946
1768,6.8786
1769,6.51902
1770,6.65702
1771,6.63651
1772,6.56288
1773,6.46503
1774,6.63978
1775,6.48136
1776,6.29846
1777,6.52921
1778,6.54087
1779,6.34743
1780,6.62825
1781,6.60113
1782,6.29469
1783,6.50666
1784,6.73985
1785,6.3767
1786,6.71023
1787,6.76918
1788,6.43127
1789,6.56886
1790,6.61726
1791,5.75839
1792,6.4974
1793,6.39107
1794,6.09654
1795,5.8864
1796,6.34094
1797,6.26107
1798,6.50616
1799,6.07658
1800,6.67349
1801,6.69262
1802,6.85444
1803,6.82339
1804,6.82223
1805,6.92868
1806,6.88008
1807,6.56
1808,6.69369
1809,6.47042
1810,6.82347
1811,6.49362
1812,6.68015
1813,6.74146
1814,6.33245
1815,6.4128
1816,6.54171
1817,6.64125
1818,6.55562
1819,6.5392
1820,6.45122
1821,6.40818
1822,6.7022
1823,6.4373
1824,6.1626
1825,6.53559
1826,6.63445
1827,6.57262
1828,6.38081
1829,6.36207
1830,6.56735
1831,6.32672
1832,6.42247
1833,6.40123
1834,6.24859
1835,6.05886
1836,6.23222
1837,6.39397
1838,6.04385
1839,6.10079
1840,6.59396
1841,6.67048
1842,6.84379
1843,6.75015
1844,6.56943
1845,6.74709
1846,6.48285
1847,6.51328
1848,6.60703
1849,6.5389
1850,6.60866
1851,6.52332
1852,6.41678
1853,6.69408
1854,6.4666
1855,6.49895
1856,6.47969
1857,6.45568
1858,6.31666
1859,5.95884
1860,6.61697
1861,6.40447
1862,6.97702
1863,6.88213
1864,6.62617
1865,6.77037
1866,6.64304
1867,6.68727
1868,6.64034
1869,6.72078
1870,6.48935
1871,6.58075
1872,6.32813
1873,6.59327
